latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,type
-21.26877,120.16893,367,0.49,0.4,2/8/19,553,N,VIIRS,h,1,350.9,203.1,0
-17.23654,123.81821,367,0.62,0.72,1/8/19,613,N,VIIRS,h,1,317,157.5,0
-17.23792,123.81226,367,0.62,0.71,1/8/19,613,N,VIIRS,h,1,328,157.5,0
-15.41549,142.38728,335.1,0.42,0.38,2/8/19,413,N,VIIRS,n,1,296.8,120.3,0
-16.07612,125.91381,367,0.38,0.59,1/8/19,433,N,VIIRS,h,1,304.3,117.2,0
-21.26712,120.17835,339.5,0.49,0.4,2/8/19,553,N,VIIRS,n,1,309.3,104.4,0
-12.16301,135.52046,346.8,0.39,0.36,1/8/19,433,N,VIIRS,l,1,321.7,103.2,0
-14.16367,130.65596,367,0.36,0.58,2/8/19,414,N,VIIRS,h,1,306,103,0
-17.24009,123.81618,351.8,0.62,0.72,1/8/19,613,N,VIIRS,l,1,332.2,101,0
-17.23349,123.81462,367,0.62,0.72,1/8/19,613,N,VIIRS,h,1,308.2,101,0
-17.23874,123.82217,367,0.62,0.72,1/8/19,613,N,VIIRS,h,1,307.9,101,0
-15.17418,129.92091,352.2,0.41,0.45,1/8/19,433,N,VIIRS,n,1,310.4,97.8,0
-16.07769,125.89943,208,0.38,0.59,1/8/19,433,N,VIIRS,l,1,322.7,91.4,0
-16.07808,125.89585,351,0.38,0.59,1/8/19,433,N,VIIRS,l,1,328,91.4,0
-14.63967,130.64911,367,0.37,0.58,2/8/19,414,N,VIIRS,h,1,303.9,89.2,0
-11.48661,130.24336,352.5,0.53,0.42,1/8/19,434,N,VIIRS,n,1,308.8,88,0
-11.49047,130.2439,367,0.53,0.42,1/8/19,434,N,VIIRS,l,1,327.2,88,0
-13.29514,142.01607,344.9,0.51,0.5,1/8/19,433,N,VIIRS,n,1,311.7,87.7,0
-13.98321,131.24452,351.2,0.5,0.41,1/8/19,433,N,VIIRS,n,1,307.6,86.5,0
-17.24143,123.8102,208,0.62,0.72,1/8/19,613,N,VIIRS,l,1,308.4,85.5,0
-17.23483,123.80864,343.5,0.62,0.72,1/8/19,613,N,VIIRS,n,1,307.4,85.5,0
-33.79993,120.78506,342.6,0.57,0.43,1/8/19,608,N,VIIRS,n,1,296.7,85.1,0
-33.79471,120.79009,338.8,0.57,0.43,1/8/19,608,N,VIIRS,n,1,303.4,85.1,0
-20.78633,119.43118,367,0.56,0.52,1/8/19,612,N,VIIRS,h,1,319.5,79.7,0
-15.18791,131.33392,349.3,0.34,0.56,2/8/19,414,N,VIIRS,n,1,303.5,76.5,0
-11.65016,130.36105,354.9,0.52,0.42,1/8/19,434,N,VIIRS,n,1,310.1,75.8,0
-11.64631,130.3605,347,0.52,0.42,1/8/19,434,N,VIIRS,l,1,321.6,75.8,0
-11.64697,130.35568,347.3,0.52,0.42,1/8/19,434,N,VIIRS,n,1,313.9,75.8,0
-15.1931,131.33463,367,0.34,0.56,2/8/19,414,N,VIIRS,h,1,307.2,73.7,0
-11.65652,130.37186,367,0.52,0.42,1/8/19,434,N,VIIRS,h,1,312.5,72.5,0
-11.65718,130.36702,367,0.52,0.42,1/8/19,434,N,VIIRS,l,1,326.6,72.5,0
-11.65334,130.36644,350.3,0.52,0.42,1/8/19,434,N,VIIRS,n,1,317.4,72.5,0
-14.16864,130.65987,367,0.36,0.57,2/8/19,414,N,VIIRS,h,1,304.7,72.1,0
-14.1744,130.65709,340,0.36,0.58,2/8/19,414,N,VIIRS,n,1,302.5,72.1,0
-11.43317,130.48949,367,0.51,0.41,1/8/19,434,N,VIIRS,h,1,311.6,69.2,0
-11.43001,130.48427,354.7,0.51,0.41,1/8/19,434,N,VIIRS,n,1,308.4,69.2,0
-14.18151,130.66434,348.2,0.36,0.58,2/8/19,414,N,VIIRS,n,1,302.1,67.9,0
-14.18114,130.66769,304.1,0.36,0.57,2/8/19,414,N,VIIRS,l,1,322,67.9,0
-14.17579,130.66707,367,0.36,0.57,2/8/19,414,N,VIIRS,h,1,321.5,67.9,0
-14.15877,130.65146,367,0.36,0.58,2/8/19,414,N,VIIRS,h,1,311.4,66.1,0
-14.16448,130.64912,244,0.36,0.58,2/8/19,414,N,VIIRS,l,1,317.5,66.1,0
-14.16407,130.65256,367,0.36,0.58,2/8/19,414,N,VIIRS,l,1,329,66.1,0
-14.15918,130.64796,208,0.36,0.58,2/8/19,414,N,VIIRS,l,1,307.5,66.1,0
-11.65784,130.3622,334.2,0.52,0.42,1/8/19,434,N,VIIRS,n,1,300,65.8,0
-11.654,130.3616,367,0.52,0.42,1/8/19,434,N,VIIRS,h,1,340.8,65.8,0
-11.65465,130.3568,333.3,0.52,0.42,1/8/19,434,N,VIIRS,n,1,298.7,65.8,0
-14.1736,130.66383,341.7,0.36,0.57,2/8/19,414,N,VIIRS,n,1,316.4,65.7,0
-14.1732,130.66724,367,0.36,0.57,2/8/19,414,N,VIIRS,h,1,296.9,65.7,0
-16.14668,136.70001,367,0.39,0.36,1/8/19,432,N,VIIRS,h,1,341.5,65.6,0
-16.14726,136.69633,347.3,0.39,0.36,1/8/19,432,N,VIIRS,n,1,320.4,65.6,0
-16.12475,136.69919,354.7,0.48,0.4,2/8/19,413,N,VIIRS,n,1,317.8,65.3,0
-16.12103,136.69865,367,0.48,0.4,2/8/19,413,N,VIIRS,l,1,334.1,65.3,0
-16.07729,125.90304,367,0.38,0.59,1/8/19,433,N,VIIRS,h,1,308.3,61.2,0
-16.0769,125.90663,352.8,0.38,0.59,1/8/19,433,N,VIIRS,n,1,301.3,61.2,0
-14.29926,134.93916,342.8,0.38,0.36,1/8/19,433,N,VIIRS,l,1,313.2,60.2,0
-15.19479,129.91884,367,0.42,0.61,2/8/19,414,N,VIIRS,h,1,314.9,59,0
-15.20039,129.92027,339,0.42,0.61,2/8/19,414,N,VIIRS,n,1,306.5,59,0
-34.56786,118.52773,342.6,0.45,0.39,1/8/19,608,N,VIIRS,n,1,298.9,58.5,0
-11.40042,130.8365,345.7,0.49,0.4,1/8/19,434,N,VIIRS,n,1,305.1,57.9,0
-21.23945,120.18267,342.4,0.49,0.4,2/8/19,553,N,VIIRS,n,1,308,57.4,0
-21.24317,120.1834,367,0.49,0.4,2/8/19,553,N,VIIRS,l,1,329.4,57.4,0
-15.19565,129.91109,346.5,0.42,0.61,2/8/19,414,N,VIIRS,n,1,304.1,55.3,0
-15.19523,129.91486,208,0.42,0.61,2/8/19,414,N,VIIRS,l,1,323.8,55.3,0
-13.98328,131.24309,343.4,0.5,0.41,1/8/19,433,N,VIIRS,n,1,308.5,53.4,0
-14.18076,130.67107,367,0.36,0.57,2/8/19,414,N,VIIRS,h,1,323.4,52.5,0
-14.18039,130.67444,331.2,0.36,0.57,2/8/19,414,N,VIIRS,n,1,297.5,52.5,0
-14.17541,130.67044,334.9,0.36,0.57,2/8/19,414,N,VIIRS,n,1,296.7,52.5,0
-12.50781,131.4893,345.2,0.47,0.39,1/8/19,433,N,VIIRS,n,1,306.7,52.2,0
-12.50477,131.48447,367,0.47,0.39,1/8/19,433,N,VIIRS,h,1,332.1,52.2,0
-12.50416,131.48878,348.5,0.47,0.39,1/8/19,433,N,VIIRS,n,1,318.9,52.2,0
-27.55587,148.91103,351,0.39,0.44,2/8/19,410,N,VIIRS,n,1,299.5,51.2,0
-14.67405,126.74371,346.8,0.32,0.55,1/8/19,433,N,VIIRS,n,1,317,50,0
-14.67369,126.74681,367,0.32,0.55,1/8/19,433,N,VIIRS,l,1,327.3,50,0
-16.07452,125.86526,367,0.78,0.78,2/8/19,414,N,VIIRS,h,1,302.3,48.7,0
-15.39898,130.47772,342.9,0.57,0.43,1/8/19,433,N,VIIRS,n,1,311.1,48.3,0
-15.39565,130.47177,339.1,0.57,0.43,1/8/19,433,N,VIIRS,n,1,309.9,48.3,0
-15.39967,130.47234,367,0.57,0.43,1/8/19,433,N,VIIRS,l,1,327.3,48.3,0
-31.27618,115.84326,340.9,0.4,0.37,1/8/19,609,N,VIIRS,n,1,310.2,48.2,0
-31.27886,115.84822,344.9,0.4,0.37,1/8/19,609,N,VIIRS,n,1,298.7,48.2,0
-14.63835,130.58784,349.1,0.55,0.43,1/8/19,433,N,VIIRS,n,1,306.4,48,0
-14.6423,130.58841,347.2,0.55,0.43,1/8/19,433,N,VIIRS,n,1,318.3,48,0
-21.27452,120.13609,344.3,0.49,0.4,2/8/19,553,N,VIIRS,n,1,316.5,47.1,0
-21.2737,120.14077,353.3,0.49,0.4,2/8/19,553,N,VIIRS,n,1,318.2,47.1,0
-14.1835,130.67186,367,0.36,0.57,2/8/19,414,N,VIIRS,h,1,319.9,46.3,0
-14.1831,130.67519,330.5,0.36,0.57,2/8/19,414,N,VIIRS,n,1,296.3,46.3,0
-14.17815,130.6712,367,0.36,0.57,2/8/19,414,N,VIIRS,h,1,298.5,46.3,0
-14.19333,130.64731,345.2,0.54,0.42,1/8/19,433,N,VIIRS,n,1,314.9,45.9,0
-14.19267,130.6523,348.8,0.54,0.42,1/8/19,433,N,VIIRS,n,1,312.7,45.9,0
-14.19657,130.65286,349.3,0.54,0.42,1/8/19,433,N,VIIRS,n,1,311.8,45.9,0
-14.1839,130.6685,349.5,0.36,0.57,2/8/19,414,N,VIIRS,n,1,309.5,44.6,0
-14.18431,130.66515,336.4,0.36,0.57,2/8/19,414,N,VIIRS,n,1,301.2,44.6,0
-14.17855,130.66785,367,0.36,0.57,2/8/19,414,N,VIIRS,l,1,331.6,44.6,0
-14.17895,130.66449,312.2,0.36,0.57,2/8/19,414,N,VIIRS,l,1,312.5,44.6,0
-14.20941,130.7054,367,0.36,0.57,2/8/19,414,N,VIIRS,h,1,304.4,44.4,0
-14.20979,130.70204,341.3,0.36,0.57,2/8/19,414,N,VIIRS,n,1,311.9,44.4,0
-31.78818,148.49576,367,0.79,0.78,1/8/19,247,N,VIIRS,h,1,294.7,44.3,0
-11.50706,130.26622,355.2,0.53,0.42,1/8/19,434,N,VIIRS,n,1,311.1,44.2,0
-15.18862,131.32764,338.7,0.34,0.56,2/8/19,414,N,VIIRS,n,1,310.6,43.8,0
-15.18827,131.3308,367,0.34,0.56,2/8/19,414,N,VIIRS,l,1,333.6,43.8,0
-15.18307,131.33015,356.7,0.34,0.56,2/8/19,414,N,VIIRS,n,1,330.3,43.8,0
-15.48423,130.42079,349.3,0.38,0.43,1/8/19,433,N,VIIRS,n,1,311.6,43.6,0
-12.41284,131.18405,353,0.63,0.54,2/8/19,415,N,VIIRS,n,1,306.5,43.6,0
-27.54708,148.91307,353,0.39,0.44,2/8/19,410,N,VIIRS,n,1,305.3,43.2,0
-19.73397,147.17842,367,0.42,0.61,1/8/19,431,N,VIIRS,h,1,300.3,43,0
-16.07846,125.89229,335.3,0.38,0.59,1/8/19,433,N,VIIRS,l,1,308.6,43,0
-34.19206,142.2659,347.7,0.43,0.38,2/8/19,408,N,VIIRS,n,1,305.3,43,0
-14.67334,126.74989,367,0.32,0.55,1/8/19,433,N,VIIRS,h,1,309.8,42.3,0
-15.09116,131.07338,356.5,0.52,0.42,1/8/19,433,N,VIIRS,n,1,314.5,41.7,0
-12.42135,131.17834,355.4,0.48,0.4,1/8/19,433,N,VIIRS,n,1,316.8,41.5,0
-15.19864,131.33209,367,0.34,0.56,2/8/19,414,N,VIIRS,h,1,313.4,41.5,0
-15.19345,131.33148,367,0.34,0.56,2/8/19,414,N,VIIRS,h,1,333.7,41.5,0
-11.40104,130.83206,350.1,0.49,0.4,1/8/19,434,N,VIIRS,l,1,320.4,41.1,0
-11.40166,130.82761,351.2,0.49,0.4,1/8/19,434,N,VIIRS,n,1,304.8,41.1,0
-27.56464,148.909,350.1,0.39,0.44,2/8/19,410,N,VIIRS,n,1,296.8,41,0
-27.56386,148.91293,367,0.39,0.44,2/8/19,410,N,VIIRS,h,1,301.4,41,0
-27.56063,148.90807,340.4,0.39,0.44,2/8/19,410,N,VIIRS,n,1,302.5,41,0
-12.7751,133.882,352.9,0.39,0.36,1/8/19,433,N,VIIRS,n,1,314.8,40.8,0
-15.4415,130.52716,348,0.57,0.43,1/8/19,433,N,VIIRS,n,1,316.5,40.5,0
-15.4375,130.5266,346,0.57,0.43,1/8/19,433,N,VIIRS,n,1,315.6,40.5,0
-17.23516,123.82419,335.9,0.62,0.72,1/8/19,613,N,VIIRS,n,1,306.8,40.1,0
-20.78728,119.42824,348.5,0.56,0.52,1/8/19,612,N,VIIRS,n,1,316.2,39.4,0
-20.78619,119.43367,352.2,0.56,0.52,1/8/19,612,N,VIIRS,n,1,314.5,39.4,0
-31.42221,149.16631,349.5,0.52,0.41,2/8/19,409,N,VIIRS,n,1,302.5,39.4,0
-12.48471,131.49478,352.9,0.47,0.39,1/8/19,433,N,VIIRS,n,1,320.7,39.3,0
-12.48532,131.49046,367,0.47,0.39,1/8/19,433,N,VIIRS,l,1,326.9,39.3,0
-12.48107,131.49426,337.1,0.47,0.39,1/8/19,433,N,VIIRS,n,1,308.3,39.3,0
-12.48167,131.48994,347.8,0.47,0.39,1/8/19,433,N,VIIRS,n,1,306.4,39.3,0
-14.63506,130.64146,349.6,0.37,0.58,2/8/19,414,N,VIIRS,n,1,303.1,39.3,0
-14.63469,130.64481,356,0.37,0.58,2/8/19,414,N,VIIRS,n,1,322,39.3,0
-14.64043,130.64236,334.9,0.37,0.58,2/8/19,414,N,VIIRS,n,1,302.8,39.3,0
-12.64772,134.42487,356.1,0.39,0.36,1/8/19,433,N,VIIRS,n,1,301.3,39,0
-14.29862,134.92078,338.3,0.38,0.36,1/8/19,433,N,VIIRS,n,1,307.8,39,0
-12.04131,134.66002,344,0.56,0.43,2/8/19,415,N,VIIRS,n,1,308.6,38.2,0
-12.83278,132.89142,344.9,0.41,0.37,1/8/19,433,N,VIIRS,n,1,310.1,38.1,0
-14.21436,130.70943,367,0.36,0.57,2/8/19,414,N,VIIRS,h,1,301.6,37.9,0
-14.2197,130.71008,349.7,0.36,0.57,2/8/19,414,N,VIIRS,n,1,322.2,37.9,0
-14.21931,130.7135,353.7,0.36,0.57,2/8/19,414,N,VIIRS,n,1,301.5,37.9,0
-26.70763,151.07057,354.5,0.53,0.5,2/8/19,410,N,VIIRS,n,1,301.5,37.4,0
-13.98642,131.24825,348.3,0.5,0.41,1/8/19,433,N,VIIRS,n,1,310.3,37.3,0
-34.56343,118.53164,338.7,0.45,0.39,1/8/19,608,N,VIIRS,l,1,312.3,37.1,0
-34.56699,118.53258,338.7,0.45,0.39,1/8/19,608,N,VIIRS,n,1,297.9,37.1,0
-11.67812,130.41408,348.9,0.52,0.41,1/8/19,434,N,VIIRS,n,1,306.2,36.7,0
-27.55906,148.91592,339.8,0.39,0.44,2/8/19,410,N,VIIRS,n,1,295.5,36.4,0
-12.88379,132.91843,353.6,0.41,0.37,1/8/19,433,N,VIIRS,n,1,316.1,35.8,0
-12.88433,132.91463,351,0.41,0.37,1/8/19,433,N,VIIRS,n,1,316,35.8,0
-15.78304,137.08795,347.7,0.46,0.39,2/8/19,413,N,VIIRS,n,1,311,35.7,0
-15.78363,137.08363,350.6,0.46,0.39,2/8/19,413,N,VIIRS,n,1,322.7,35.7,0
-12.95991,135.89577,340.2,0.39,0.36,1/8/19,433,N,VIIRS,n,1,305.7,35.3,0
-12.96382,135.89268,349.1,0.39,0.36,1/8/19,433,N,VIIRS,n,1,307.2,35.3,0
-34.61448,118.5631,340.4,0.45,0.39,1/8/19,608,N,VIIRS,n,1,294.4,35.3,0
-12.88515,132.91843,352,0.41,0.37,1/8/19,433,N,VIIRS,n,1,321.5,35.2,0
-12.88227,132.91411,334.3,0.41,0.37,1/8/19,433,N,VIIRS,l,1,308.1,35.2,0
-16.0738,125.87292,340.6,0.78,0.78,2/8/19,414,N,VIIRS,n,1,297.1,34.5,0
-14.29314,134.93456,355.8,0.38,0.36,1/8/19,433,N,VIIRS,n,1,309.3,34,0
-14.29368,134.93097,348.5,0.38,0.36,1/8/19,433,N,VIIRS,n,1,316.1,34,0
-14.29476,134.92383,339.2,0.38,0.36,1/8/19,433,N,VIIRS,n,1,312.4,34,0
-14.29422,134.92741,367,0.38,0.36,1/8/19,433,N,VIIRS,l,1,325.2,34,0
-14.29089,134.92688,345.1,0.38,0.36,1/8/19,433,N,VIIRS,n,1,313.5,34,0
-14.29143,134.92331,345.6,0.38,0.36,1/8/19,433,N,VIIRS,n,1,308.6,34,0
-12.14373,134.5488,346.6,0.57,0.43,2/8/19,415,N,VIIRS,n,1,308.8,33.8,0
-12.8896,135.49734,332.3,0.39,0.36,1/8/19,433,N,VIIRS,l,1,306.7,33.4,0
-12.88626,135.49681,367,0.39,0.36,1/8/19,433,N,VIIRS,l,1,325.9,33.4,0
-13.28972,142.0199,343.2,0.51,0.5,1/8/19,433,N,VIIRS,n,1,284.4,33.3,0
-13.29426,142.02087,357.2,0.51,0.5,1/8/19,433,N,VIIRS,n,1,306.2,33.3,0
-13.29339,142.02562,338.2,0.51,0.5,1/8/19,433,N,VIIRS,n,1,290.1,33.3,0
-14.30799,130.68013,343.5,0.54,0.42,1/8/19,433,N,VIIRS,n,1,310.4,33.3,0
-33.3167,120.94505,354.4,0.4,0.44,1/8/19,609,N,VIIRS,n,1,318,32.7,0
-33.31583,120.94928,350.8,0.4,0.44,1/8/19,609,N,VIIRS,n,1,303.5,32.7,0
-31.7902,148.4994,343.2,0.55,0.51,1/8/19,427,N,VIIRS,n,1,298.2,32.6,0
-15.48682,130.43214,355.1,0.38,0.43,1/8/19,433,N,VIIRS,n,1,313.2,32.2,0
-15.4873,130.42854,355.7,0.38,0.43,1/8/19,433,N,VIIRS,n,1,321.9,32.2,0
-15.48727,130.48993,351.1,0.57,0.43,1/8/19,433,N,VIIRS,n,1,314,32.1,0
-12.50051,131.48827,348.8,0.47,0.39,1/8/19,433,N,VIIRS,n,1,310.9,32,0
-12.50112,131.48393,367,0.47,0.39,1/8/19,433,N,VIIRS,l,1,327,32,0
-12.49747,131.48341,338.5,0.47,0.39,1/8/19,433,N,VIIRS,l,1,309.3,32,0
-27.56064,148.90804,345.1,0.39,0.44,2/8/19,410,N,VIIRS,n,1,303.6,32,0
-27.55988,148.91196,338.3,0.39,0.44,2/8/19,410,N,VIIRS,n,1,312.3,32,0
-27.5639,148.91292,367,0.39,0.44,2/8/19,410,N,VIIRS,h,1,301.5,32,0
-27.56465,148.90897,348.5,0.39,0.44,2/8/19,410,N,VIIRS,n,1,297.3,32,0
-13.96342,142.36867,355.7,0.53,0.5,1/8/19,433,N,VIIRS,n,1,304.1,31.9,0
-15.40299,130.47827,347.2,0.57,0.43,1/8/19,433,N,VIIRS,n,1,316.2,31.8,0
-15.48761,130.43271,352.6,0.38,0.43,1/8/19,433,N,VIIRS,n,1,312.5,31.7,0
-15.48807,130.42911,367,0.38,0.43,1/8/19,433,N,VIIRS,h,1,319.7,31.7,0
-12.42753,131.18826,356,0.48,0.4,1/8/19,433,N,VIIRS,n,1,316.3,31.6,0
-31.78719,148.49466,367,0.79,0.78,1/8/19,247,N,VIIRS,h,1,294,31.2,0
-14.64609,130.62062,347.9,0.55,0.43,1/8/19,433,N,VIIRS,n,1,310.9,30.8,0
-31.93482,147.24838,351.6,0.43,0.38,2/8/19,409,N,VIIRS,n,1,305.5,30.8,0
-33.79201,120.78273,342.1,0.57,0.43,1/8/19,608,N,VIIRS,n,1,301.1,30.6,0
-33.79074,120.78895,333.1,0.57,0.43,1/8/19,608,N,VIIRS,n,1,298,30.6,0
-11.4898,130.24876,342.3,0.53,0.42,1/8/19,434,N,VIIRS,n,1,308.2,30.2,0
-15.43019,130.52014,346.5,0.57,0.43,1/8/19,433,N,VIIRS,n,1,312.6,29.5,0
-15.4342,130.52071,347.5,0.57,0.43,1/8/19,433,N,VIIRS,n,1,313.7,29.5,0
-13.65123,134.32253,345.2,0.39,0.36,1/8/19,433,N,VIIRS,n,1,312.8,29.3,0
-12.78288,133.87582,357.2,0.39,0.36,1/8/19,433,N,VIIRS,n,1,317.9,29.3,0
-12.77952,133.87531,351.8,0.39,0.36,1/8/19,433,N,VIIRS,n,1,309.1,29.3,0
-15.47489,130.46854,356.1,0.57,0.43,1/8/19,433,N,VIIRS,n,1,313.9,28.9,0
-11.68514,130.41983,342.2,0.52,0.41,1/8/19,434,N,VIIRS,n,1,302.3,28.6,0
-11.68897,130.42038,343.1,0.52,0.41,1/8/19,434,N,VIIRS,n,1,311.6,28.6,0
-15.0918,131.0685,351.5,0.52,0.42,1/8/19,433,N,VIIRS,n,1,321.2,28,0
-15.08795,131.06795,341.1,0.52,0.42,1/8/19,433,N,VIIRS,n,1,306.1,28,0
-20.73415,139.47916,334.5,0.41,0.37,2/8/19,412,N,VIIRS,n,1,304,28,2
-13.57845,131.47942,342.7,0.63,0.54,2/8/19,414,N,VIIRS,n,1,313,28,0
-13.57915,131.47343,335.3,0.63,0.54,2/8/19,414,N,VIIRS,n,1,308,28,0
-13.57344,131.47861,347.2,0.63,0.54,2/8/19,414,N,VIIRS,n,1,310.4,28,0
-13.57413,131.47272,335.1,0.63,0.54,2/8/19,414,N,VIIRS,n,1,305.8,28,0
-12.26415,135.47844,367,0.39,0.36,1/8/19,433,N,VIIRS,h,1,310.1,27.9,0
-12.2647,135.47487,349.5,0.39,0.36,1/8/19,433,N,VIIRS,n,1,309.5,27.9,0
-12.26136,135.47433,367,0.39,0.36,1/8/19,433,N,VIIRS,h,1,326.9,27.9,0
-12.26081,135.47791,340.1,0.39,0.36,1/8/19,433,N,VIIRS,n,1,310,27.9,0
-20.78144,119.43262,354,0.56,0.52,1/8/19,612,N,VIIRS,n,1,311.2,27.9,0
-12.13689,134.56935,337.9,0.57,0.43,2/8/19,415,N,VIIRS,n,1,305.6,27.7,0
-16.11311,136.66187,367,0.49,0.4,2/8/19,413,N,VIIRS,h,1,318.3,27.6,0
-16.10938,136.66136,341.9,0.49,0.4,2/8/19,413,N,VIIRS,n,1,303.8,27.6,0
-12.65606,136.24611,345.2,0.47,0.4,2/8/19,414,N,VIIRS,n,1,311.3,27.3,0
-11.50388,130.26079,342.5,0.53,0.42,1/8/19,434,N,VIIRS,n,1,311.1,27.2,0
-11.5032,130.26567,341.4,0.53,0.42,1/8/19,434,N,VIIRS,n,1,307.7,27.2,0
-16.07497,125.86988,367,0.78,0.78,2/8/19,414,N,VIIRS,h,1,300.6,27,0
-16.07565,125.86219,367,0.78,0.78,2/8/19,414,N,VIIRS,h,1,296.6,27,0
-14.72872,126.7624,367,0.32,0.55,1/8/19,433,N,VIIRS,h,1,308.8,26.7,0
-14.72836,126.76546,347.9,0.32,0.55,1/8/19,433,N,VIIRS,n,1,307.9,26.7,0
-14.72326,126.76488,367,0.32,0.55,1/8/19,433,N,VIIRS,h,1,318.3,26.7,0
-14.72362,126.76183,309.2,0.32,0.55,1/8/19,433,N,VIIRS,l,1,319.3,26.7,0
-14.6297,130.64052,349.1,0.37,0.58,2/8/19,414,N,VIIRS,n,1,306.9,26.7,0
-14.62931,130.64395,367,0.37,0.58,2/8/19,414,N,VIIRS,h,1,305.5,26.7,0
-14.62431,130.63983,367,0.37,0.58,2/8/19,414,N,VIIRS,h,1,303.2,26.7,0
-15.47501,130.39746,353.5,0.39,0.44,1/8/19,433,N,VIIRS,n,1,317.1,26.6,0
-15.47097,130.3969,350.1,0.39,0.44,1/8/19,433,N,VIIRS,n,1,313.7,26.6,0
-13.56813,131.48369,332.7,0.63,0.54,2/8/19,414,N,VIIRS,n,1,307.4,26.6,0
-13.56889,131.47766,334.9,0.63,0.54,2/8/19,414,N,VIIRS,l,1,308.5,26.6,0
-13.57391,131.4783,349.6,0.63,0.54,2/8/19,414,N,VIIRS,n,1,314.4,26.6,0
-15.75522,137.05545,344.3,0.4,0.37,1/8/19,432,N,VIIRS,n,1,308.5,26.3,0
-21.27288,120.14545,353.4,0.49,0.4,2/8/19,553,N,VIIRS,n,1,315.9,26.2,0
-21.27206,120.15012,334.1,0.49,0.4,2/8/19,553,N,VIIRS,l,1,305.8,26.2,0
-11.51228,130.25697,349,0.53,0.42,1/8/19,434,N,VIIRS,n,1,306.8,26.1,0
-11.50842,130.25645,340.8,0.53,0.42,1/8/19,434,N,VIIRS,l,1,311,26.1,0
-12.97937,136.00266,339.9,0.39,0.36,1/8/19,433,N,VIIRS,n,1,305.5,25.9,0
-12.97658,135.99849,338.5,0.39,0.36,1/8/19,433,N,VIIRS,n,1,305.3,25.9,0
-12.97601,136.00212,367,0.39,0.36,1/8/19,433,N,VIIRS,l,1,325.6,25.9,0
-20.78035,119.43806,367,0.56,0.52,1/8/19,612,N,VIIRS,h,1,311.6,25.9,0
-11.48387,130.24266,367,0.36,0.57,2/8/19,415,N,VIIRS,h,1,310.4,25.7,0
-14.15534,130.60312,367,0.54,0.42,1/8/19,433,N,VIIRS,h,1,309.5,25.6,0
-14.15467,130.60811,336.8,0.54,0.42,1/8/19,433,N,VIIRS,n,1,302.3,25.6,0
-14.15858,130.60864,350,0.54,0.42,1/8/19,433,N,VIIRS,n,1,309,25.6,0
-13.35685,132.00664,355.9,0.45,0.39,1/8/19,433,N,VIIRS,n,1,314.2,25.4,0
-30.05219,114.98757,340.1,0.39,0.36,1/8/19,610,N,VIIRS,n,1,308,25.3,0
-30.05285,114.98349,336,0.39,0.36,1/8/19,610,N,VIIRS,l,1,309.6,25.3,0
-16.12849,136.64049,356.5,0.39,0.36,1/8/19,432,N,VIIRS,n,1,309.6,25.2,0
-16.13185,136.64105,367,0.39,0.36,1/8/19,432,N,VIIRS,l,1,326.4,25.2,0
-16.13127,136.64471,352,0.39,0.36,1/8/19,432,N,VIIRS,n,1,313.1,25.2,0
-11.64819,130.37555,350.7,0.52,0.42,1/8/19,434,N,VIIRS,n,1,313.2,25.2,0
-11.64435,130.375,348.3,0.52,0.42,1/8/19,434,N,VIIRS,n,1,306.7,25.2,0
-11.64753,130.38039,351.2,0.52,0.42,1/8/19,434,N,VIIRS,n,1,306.7,25.2,0
-14.56174,143.13951,341.1,0.58,0.52,1/8/19,432,N,VIIRS,n,1,299.6,25.1,0
-13.60475,141.73154,355.6,0.49,0.48,1/8/19,433,N,VIIRS,n,1,313.1,25.1,0
-13.60395,141.73604,342.7,0.49,0.48,1/8/19,433,N,VIIRS,n,1,301,25.1,0
-13.6084,141.73686,345.6,0.49,0.48,1/8/19,433,N,VIIRS,n,1,301.7,25.1,0
-13.06014,132.91411,349.1,0.5,0.49,2/8/19,414,N,VIIRS,n,1,311.8,25.1,0
-13.05558,132.9138,355.2,0.5,0.49,2/8/19,414,N,VIIRS,n,1,305.4,25.1,0
-16.11346,136.62672,343,0.39,0.36,1/8/19,432,N,VIIRS,n,1,314.3,25,0
-16.1101,136.62616,352.7,0.39,0.36,1/8/19,432,N,VIIRS,n,1,321,25,0
-16.11068,136.6225,345,0.39,0.36,1/8/19,432,N,VIIRS,n,1,312.7,25,0
-12.97265,136.00157,346.8,0.39,0.36,1/8/19,433,N,VIIRS,n,1,308.7,25,0
-13.58108,130.61559,348.2,0.53,0.42,1/8/19,433,N,VIIRS,n,1,313.4,24.8,0
-32.21084,146.73534,353,0.44,0.46,1/8/19,427,N,VIIRS,n,1,297.4,24.7,0
-32.20661,146.73418,346.4,0.44,0.46,1/8/19,427,N,VIIRS,n,1,291.4,24.7,0
-27.55912,148.91591,339.7,0.39,0.44,2/8/19,410,N,VIIRS,n,1,294.9,24.5,0
-14.31077,134.90807,339.8,0.38,0.36,1/8/19,433,N,VIIRS,n,1,309.7,24,0
-14.31131,134.90448,352.3,0.38,0.36,1/8/19,433,N,VIIRS,n,1,323.8,24,0
-12.02113,136.40323,340.4,0.45,0.39,2/8/19,415,N,VIIRS,n,1,289.3,24,0
