latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,type
-15.39069,142.20035,352.1,0.41,0.37,2/8/19,413,N,VIIRS,n,1,309.4,12.6,0
-14.16037,130.63789,367,0.36,0.58,2/8/19,414,N,VIIRS,h,1,307.9,12.6,0
-14.1657,130.63878,353.7,0.36,0.58,2/8/19,414,N,VIIRS,n,1,305.4,12.6,0
-14.16076,130.63452,356.2,0.36,0.58,2/8/19,414,N,VIIRS,n,1,304.6,12.6,0
-13.11356,132.89769,341.8,0.5,0.49,2/8/19,414,N,VIIRS,n,1,305,12.6,0
-12.14302,134.55408,348.6,0.57,0.43,2/8/19,415,N,VIIRS,n,1,308.1,12.6,0
-12.14231,134.55936,337.2,0.57,0.43,2/8/19,415,N,VIIRS,n,1,304.2,12.6,0
-14.64539,130.62587,338.7,0.55,0.43,1/8/19,433,N,VIIRS,n,1,307.1,12.5,0
-14.67441,126.74057,367,0.32,0.55,1/8/19,433,N,VIIRS,h,1,309.1,12.5,0
-14.67477,126.73744,367,0.32,0.55,1/8/19,433,N,VIIRS,h,1,306.4,12.5,0
-13.0506,130.15601,356.2,0.38,0.59,2/8/19,414,N,VIIRS,n,1,304.5,12.5,0
-11.9453,135.07219,333.7,0.53,0.42,2/8/19,415,N,VIIRS,l,1,304.9,12.5,3
-14.84402,144.34372,354.6,0.34,0.56,1/8/19,432,N,VIIRS,n,1,297.5,12.4,0
-13.51294,142.64682,346.4,0.56,0.51,1/8/19,433,N,VIIRS,n,1,299.7,12.4,0
-12.97986,132.96716,354.1,0.49,0.49,2/8/19,414,N,VIIRS,n,1,305.7,12.4,0
-12.53631,131.18143,346,0.64,0.54,2/8/19,415,N,VIIRS,n,1,311.9,12.4,0
-12.53125,131.1808,336.8,0.64,0.54,2/8/19,415,N,VIIRS,n,1,308.2,12.4,0
-14.86624,144.39618,333.5,0.34,0.56,1/8/19,432,N,VIIRS,n,1,291,12.3,0
-13.30532,142.03787,341.3,0.51,0.5,1/8/19,433,N,VIIRS,n,1,292.9,12.3,0
-13.03617,135.70493,333.4,0.39,0.36,1/8/19,433,N,VIIRS,n,1,302.9,12.3,0
-13.03561,135.7085,351.9,0.39,0.36,1/8/19,433,N,VIIRS,n,1,312.8,12.3,0
-11.42615,130.51231,346,0.51,0.41,1/8/19,434,N,VIIRS,n,1,306.2,12.3,0
-14.19072,130.67905,355.6,0.36,0.57,2/8/19,414,N,VIIRS,n,1,299.5,12.3,0
-15.25174,131.09805,367,0.35,0.57,2/8/19,414,N,VIIRS,h,1,308.8,12.3,0
-26.14806,129.11823,340.9,0.62,0.54,1/8/19,430,N,VIIRS,n,1,302.3,12.2,0
-12.16636,135.521,347.8,0.39,0.36,1/8/19,433,N,VIIRS,n,1,311.8,12.2,0
-12.17025,135.51794,348.5,0.39,0.36,1/8/19,433,N,VIIRS,n,1,312.4,12.2,0
-12.16691,135.51741,351.1,0.39,0.36,1/8/19,433,N,VIIRS,n,1,313.3,12.2,0
-15.7593,137.04471,351.6,0.46,0.39,2/8/19,413,N,VIIRS,n,1,312.1,12.2,0
-15.75871,137.04906,347.9,0.46,0.39,2/8/19,413,N,VIIRS,n,1,307.8,12.2,0
-15.76235,137.04959,345.4,0.46,0.39,2/8/19,413,N,VIIRS,n,1,306.7,12.2,0
-15.38849,142.19205,335.4,0.41,0.37,2/8/19,413,N,VIIRS,n,1,302.1,12.2,0
-15.39131,142.19649,354.2,0.41,0.37,2/8/19,413,N,VIIRS,n,1,309.6,12.2,0
-13.12027,132.91736,354.5,0.5,0.49,2/8/19,414,N,VIIRS,n,1,309.2,12.2,0
-14.86368,144.40913,329.5,0.34,0.56,1/8/19,432,N,VIIRS,n,1,296.3,12.1,0
-14.85849,144.4081,333.9,0.34,0.56,1/8/19,432,N,VIIRS,n,1,295.7,12.1,0
-15.02506,131.77109,354.1,0.48,0.4,1/8/19,433,N,VIIRS,n,1,316.4,12.1,0
-15.02445,131.7756,335.1,0.48,0.4,1/8/19,433,N,VIIRS,l,1,308.6,12.1,0
-15.02816,131.77608,336.5,0.48,0.4,1/8/19,433,N,VIIRS,l,1,311.1,12.1,0
-15.24249,131.18671,351.9,0.52,0.41,1/8/19,433,N,VIIRS,n,1,313.6,12.1,0
-14.6902,126.78278,367,0.32,0.55,1/8/19,433,N,VIIRS,h,1,310.7,12.1,0
-14.68984,126.78582,339.4,0.32,0.55,1/8/19,433,N,VIIRS,n,1,309,12.1,0
-12.50234,131.50174,354.1,0.47,0.39,1/8/19,433,N,VIIRS,n,1,310.5,12.1,0
-16.11671,136.70267,345.5,0.48,0.4,2/8/19,413,N,VIIRS,n,1,313.3,12.1,0
-15.74898,137.0388,348.9,0.46,0.39,2/8/19,413,N,VIIRS,n,1,311.9,12.1,0
-14.28389,129.51346,367,0.43,0.62,2/8/19,414,N,VIIRS,h,1,305,12.1,0
-16.04442,125.88166,343.1,0.78,0.78,2/8/19,414,N,VIIRS,n,1,297.6,12.1,0
-12.8777,134.48956,347.8,0.39,0.44,2/8/19,414,N,VIIRS,n,1,306.5,12.1,0
-12.13501,134.55298,345.1,0.57,0.43,2/8/19,415,N,VIIRS,n,1,305.8,12.1,0
-12.13901,134.55354,343.7,0.57,0.43,2/8/19,415,N,VIIRS,n,1,307.7,12.1,0
-13.23657,142.00191,350.2,0.51,0.5,1/8/19,433,N,VIIRS,n,1,298.4,12,0
-13.2357,142.00673,350.9,0.51,0.5,1/8/19,433,N,VIIRS,n,1,298.1,12,0
-13.23665,142.00052,353.2,0.51,0.49,1/8/19,433,N,VIIRS,n,1,300.4,12,0
-13.23575,142.00534,341.2,0.51,0.5,1/8/19,433,N,VIIRS,n,1,297.3,12,0
-13.24033,142.00609,352.9,0.51,0.5,1/8/19,433,N,VIIRS,n,1,295.3,12,0
-14.74026,130.68773,341.4,0.54,0.42,1/8/19,433,N,VIIRS,n,1,309.4,12,0
-14.74419,130.68828,350,0.54,0.42,1/8/19,433,N,VIIRS,n,1,311.9,12,0
-14.68094,126.72865,340.2,0.32,0.55,1/8/19,433,N,VIIRS,n,1,307.7,12,0
-14.67584,126.72805,367,0.32,0.55,1/8/19,433,N,VIIRS,h,1,315.2,12,0
-14.67619,126.72497,348.1,0.32,0.55,1/8/19,433,N,VIIRS,n,1,307.9,12,0
-15.77308,136.99791,344.1,0.46,0.39,2/8/19,413,N,VIIRS,n,1,304.5,12,3
-15.77673,136.99844,351.6,0.46,0.39,2/8/19,413,N,VIIRS,n,1,314.4,12,3
-14.275,130.73047,367,0.36,0.57,2/8/19,414,N,VIIRS,h,1,305,12,0
-14.28034,130.73112,367,0.36,0.57,2/8/19,414,N,VIIRS,h,1,311.5,12,0
-31.13126,115.82178,355.1,0.44,0.38,2/8/19,551,N,VIIRS,n,1,304.7,12,0
-16.14715,136.71895,348.2,0.39,0.36,1/8/19,432,N,VIIRS,n,1,313.4,11.9,0
-15.64584,142.13148,337.3,0.47,0.48,1/8/19,432,N,VIIRS,n,1,301.3,11.9,0
-15.64666,142.12704,355.1,0.47,0.48,1/8/19,432,N,VIIRS,n,1,303.9,11.9,0
-15.64226,142.12619,344.6,0.47,0.48,1/8/19,432,N,VIIRS,n,1,298,11.9,0
-15.10912,131.11566,343.8,0.52,0.42,1/8/19,433,N,VIIRS,n,1,311.7,11.9,0
-14.0311,131.58839,347.1,0.48,0.4,1/8/19,433,N,VIIRS,n,1,307.1,11.9,0
-12.41824,131.19464,340.9,0.63,0.54,2/8/19,415,N,VIIRS,n,1,303.6,11.9,0
-12.41899,131.18875,343.7,0.63,0.54,2/8/19,415,N,VIIRS,n,1,308,11.9,0
-12.41393,131.18819,347.1,0.63,0.54,2/8/19,415,N,VIIRS,n,1,303.6,11.9,0
-29.08234,148.48544,353.6,0.63,0.54,1/8/19,428,N,VIIRS,n,1,296.4,11.8,0
-15.76579,137.07645,346.6,0.4,0.37,1/8/19,432,N,VIIRS,n,1,304.7,11.8,0
-15.76639,137.07272,330.9,0.4,0.37,1/8/19,432,N,VIIRS,l,1,303.9,11.8,0
-15.7624,137.07588,351.2,0.4,0.37,1/8/19,432,N,VIIRS,n,1,311.9,11.8,0
-15.763,137.07214,338.8,0.4,0.37,1/8/19,432,N,VIIRS,n,1,305.6,11.8,0
-11.99944,141.8766,347.3,0.53,0.5,1/8/19,433,N,VIIRS,n,1,297.6,11.8,0
-12.00033,141.87177,341.5,0.53,0.5,1/8/19,433,N,VIIRS,n,1,298.9,11.8,0
-12.77777,133.86394,367,0.39,0.36,1/8/19,433,N,VIIRS,h,1,311.5,11.8,0
-12.77831,133.86032,342.9,0.39,0.36,1/8/19,433,N,VIIRS,n,1,312.8,11.8,0
-12.77442,133.86343,334.2,0.39,0.36,1/8/19,433,N,VIIRS,n,1,302.4,11.8,0
-12.77495,133.8598,339.6,0.39,0.36,1/8/19,433,N,VIIRS,n,1,303.9,11.8,0
-33.34175,120.88506,367,0.39,0.44,1/8/19,609,N,VIIRS,h,1,305.7,11.8,0
-33.34262,120.88084,367,0.39,0.44,1/8/19,609,N,VIIRS,h,1,302.3,11.8,0
-11.48067,130.24091,351.8,0.36,0.57,2/8/19,415,N,VIIRS,n,1,301,11.8,0
-11.48599,130.24155,353.6,0.36,0.57,2/8/19,415,N,VIIRS,n,1,310.1,11.8,0
-12.48323,133.16042,349.3,0.47,0.48,2/8/19,415,N,VIIRS,n,1,306.6,11.8,0
-30.93985,147.71022,343.5,0.52,0.5,1/8/19,428,N,VIIRS,n,1,298.7,11.7,0
-30.93528,147.70889,341,0.52,0.5,1/8/19,428,N,VIIRS,n,1,298.7,11.7,0
-12.854,136.15431,335.6,0.4,0.37,1/8/19,433,N,VIIRS,n,1,304.3,11.7,0
-12.85458,136.15065,356.4,0.4,0.37,1/8/19,433,N,VIIRS,n,1,312.9,11.7,0
-12.78395,133.86859,331.5,0.39,0.36,1/8/19,433,N,VIIRS,l,1,305.6,11.7,0
-12.78341,133.87221,301.8,0.39,0.36,1/8/19,433,N,VIIRS,l,1,307,11.7,0
-12.78059,133.86807,335,0.39,0.36,1/8/19,433,N,VIIRS,n,1,305.2,11.7,0
-31.27209,115.84669,326.6,0.4,0.37,1/8/19,609,N,VIIRS,l,1,296.7,11.7,0
-31.27279,115.84248,350.9,0.4,0.37,1/8/19,609,N,VIIRS,n,1,305.6,11.7,0
-15.77249,137.0023,333.4,0.46,0.39,2/8/19,413,N,VIIRS,n,1,303,11.7,0
-15.77613,137.00284,338.9,0.46,0.39,2/8/19,413,N,VIIRS,n,1,307.7,11.7,0
-14.15678,129.99745,330.9,0.4,0.6,2/8/19,414,N,VIIRS,n,1,302.8,11.7,0
-15.14565,131.28542,332.8,0.34,0.56,2/8/19,414,N,VIIRS,n,1,305.9,11.7,0
-15.14607,131.19044,367,0.34,0.56,2/8/19,414,N,VIIRS,h,1,309.7,11.7,0
-12.6949,132.21606,336.4,0.54,0.51,2/8/19,414,N,VIIRS,n,1,306.5,11.7,0
-12.69082,132.2104,367,0.54,0.51,2/8/19,414,N,VIIRS,h,1,307.7,11.7,0
-16.1189,136.6577,351.9,0.39,0.36,1/8/19,432,N,VIIRS,n,1,311.8,11.6,0
-14.25552,130.71678,335.1,0.54,0.42,1/8/19,433,N,VIIRS,l,1,306,11.6,0
-12.94388,135.05431,348.9,0.38,0.36,1/8/19,433,N,VIIRS,n,1,300.5,11.6,0
-12.76673,136.15448,351.3,0.4,0.37,1/8/19,433,N,VIIRS,n,1,306,11.6,0
-14.66821,126.74953,343.2,0.32,0.55,1/8/19,433,N,VIIRS,n,1,302,11.6,0
-16.07637,125.938,336.3,0.78,0.78,2/8/19,414,N,VIIRS,n,1,297.6,11.6,0
-21.2012,120.08894,347.4,0.48,0.4,2/8/19,553,N,VIIRS,n,1,309.5,11.6,0
-34.55901,118.53555,346.1,0.45,0.39,1/8/19,608,N,VIIRS,n,1,302.8,11.5,0
-16.13468,136.70992,356.1,0.48,0.4,2/8/19,413,N,VIIRS,n,1,315.3,11.5,0
-14.14555,130.62498,367,0.36,0.58,2/8/19,414,N,VIIRS,h,1,301.1,11.5,0
-15.16063,131.20227,340.3,0.34,0.56,2/8/19,414,N,VIIRS,n,1,308.8,11.5,0
-15.15539,131.20164,353.5,0.34,0.56,2/8/19,414,N,VIIRS,n,1,314.1,11.5,0
-12.87795,134.5817,367,0.39,0.44,2/8/19,414,N,VIIRS,h,1,308.6,11.5,0
-13.00244,132.96753,344.6,0.41,0.37,1/8/19,433,N,VIIRS,n,1,308.6,11.4,0
-34.34065,116.97058,356.4,0.4,0.37,1/8/19,608,N,VIIRS,n,1,298.1,11.4,0
-31.37214,150.69145,349.1,0.41,0.45,2/8/19,409,N,VIIRS,n,1,298.3,11.4,0
-12.68013,133.90225,346.8,0.42,0.45,2/8/19,414,N,VIIRS,n,1,307,11.4,0
-12.67961,133.90617,356.1,0.42,0.45,2/8/19,414,N,VIIRS,n,1,311.7,11.4,0
-14.6247,130.63626,338.7,0.37,0.58,2/8/19,414,N,VIIRS,n,1,301.4,11.4,0
-12.83589,133.89009,353.2,0.43,0.46,2/8/19,414,N,VIIRS,n,1,305.7,11.4,0
-12.29004,134.03299,340,0.41,0.45,2/8/19,415,N,VIIRS,n,1,307.4,11.4,0
-12.28589,134.03249,355,0.41,0.45,2/8/19,415,N,VIIRS,n,1,313.3,11.4,0
-12.28638,134.02869,347.7,0.41,0.45,2/8/19,415,N,VIIRS,n,1,308.9,11.4,0
-12.29054,134.02921,332,0.41,0.45,2/8/19,415,N,VIIRS,n,1,304.6,11.4,0
-29.89348,115.51212,354.2,0.44,0.38,2/8/19,551,N,VIIRS,n,1,301.9,11.4,0
-14.21667,130.68112,345.1,0.54,0.42,1/8/19,433,N,VIIRS,n,1,304.8,11.3,0
-12.49322,131.4872,340.3,0.47,0.39,1/8/19,433,N,VIIRS,n,1,309.1,11.3,0
-12.49382,131.48288,355.2,0.47,0.39,1/8/19,433,N,VIIRS,n,1,309.2,11.3,0
-12.48957,131.48668,338,0.47,0.39,1/8/19,433,N,VIIRS,n,1,307.9,11.3,0
-14.66856,126.74651,367,0.32,0.55,1/8/19,433,N,VIIRS,h,1,302.8,11.3,0
-14.66892,126.74338,367,0.32,0.55,1/8/19,433,N,VIIRS,h,1,301.9,11.3,0
-13.02861,132.9321,349.5,0.41,0.37,1/8/19,433,N,VIIRS,n,1,309.4,11.3,0
-15.16762,129.93922,354.1,0.41,0.45,1/8/19,433,N,VIIRS,n,1,312.4,11.3,0
-13.04414,131.03311,342.5,0.5,0.41,1/8/19,433,N,VIIRS,n,1,309,11.3,0
-15.17176,129.93977,351.3,0.41,0.45,1/8/19,433,N,VIIRS,n,1,310.9,11.3,0
-13.02675,132.95877,351.5,0.49,0.49,2/8/19,414,N,VIIRS,n,1,310.4,11.3,0
-12.72381,133.89635,353.8,0.42,0.45,2/8/19,414,N,VIIRS,n,1,308.3,11.3,0
-19.47347,146.50641,367,0.38,0.59,1/8/19,431,N,VIIRS,h,1,292.2,11.2,0
-15.7646,137.08395,351.6,0.4,0.37,1/8/19,432,N,VIIRS,n,1,305,11.2,3
-15.7652,137.08018,356.3,0.4,0.37,1/8/19,432,N,VIIRS,n,1,306.8,11.2,3
-15.76181,137.07964,349.4,0.4,0.37,1/8/19,432,N,VIIRS,n,1,302.9,11.2,3
-16.14018,136.65373,347.2,0.39,0.36,1/8/19,432,N,VIIRS,n,1,308.6,11.2,0
-16.14354,136.65428,348.7,0.39,0.36,1/8/19,432,N,VIIRS,n,1,312.6,11.2,0
-13.02529,132.9552,346.5,0.41,0.37,1/8/19,433,N,VIIRS,n,1,308.4,11.2,0
-13.02584,132.95139,341.2,0.41,0.37,1/8/19,433,N,VIIRS,n,1,306.5,11.2,0
-13.02184,132.95476,354,0.41,0.37,1/8/19,433,N,VIIRS,n,1,311.6,11.2,0
-13.25448,142.5569,350.3,0.56,0.51,1/8/19,433,N,VIIRS,n,1,302.5,11.2,0
-13.2488,142.56117,340.8,0.56,0.51,1/8/19,433,N,VIIRS,n,1,300,11.2,0
-14.16648,129.99898,367,0.4,0.6,2/8/19,414,N,VIIRS,h,1,303.2,11.2,0
-12.14814,135.55675,340.5,0.5,0.41,2/8/19,415,N,VIIRS,n,1,303.6,11.2,0
-15.78166,136.9985,355.7,0.4,0.37,1/8/19,432,N,VIIRS,n,1,307.3,11.1,0
-15.78446,137.00279,367,0.4,0.37,1/8/19,432,N,VIIRS,h,1,306.8,11.1,0
-15.07535,130.58855,354.5,0.56,0.43,1/8/19,433,N,VIIRS,n,1,311.7,11.1,0
-14.67733,130.65678,336.3,0.55,0.42,1/8/19,433,N,VIIRS,n,1,305.5,11.1,0
-14.67801,130.65172,367,0.55,0.42,1/8/19,433,N,VIIRS,h,1,309.5,11.1,0
-14.68193,130.65228,350.7,0.55,0.42,1/8/19,433,N,VIIRS,n,1,308.1,11.1,0
-14.68126,130.6573,351.7,0.55,0.42,1/8/19,433,N,VIIRS,n,1,307.3,11.1,0
-12.84259,132.89664,349.2,0.41,0.37,1/8/19,433,N,VIIRS,n,1,312,11.1,0
-12.84314,132.89284,343.6,0.41,0.37,1/8/19,433,N,VIIRS,n,1,310.6,11.1,0
-12.69796,133.9064,344.9,0.39,0.36,1/8/19,433,N,VIIRS,n,1,307.3,11.1,0
-12.69461,133.9059,347,0.39,0.36,1/8/19,433,N,VIIRS,n,1,302.9,11.1,0
-15.17323,129.92834,367,0.41,0.45,1/8/19,433,N,VIIRS,h,1,309.1,11.1,0
-15.1737,129.92464,367,0.41,0.45,1/8/19,433,N,VIIRS,h,1,308.1,11.1,0
-27.18897,148.63972,350.8,0.57,0.43,2/8/19,410,N,VIIRS,n,1,300.8,11.1,0
-11.63403,130.36966,367,0.35,0.57,2/8/19,415,N,VIIRS,h,1,317.7,11.1,0
-11.63931,130.37035,339.8,0.35,0.57,2/8/19,415,N,VIIRS,n,1,306.4,11.1,0
-11.63972,130.367,336.2,0.35,0.57,2/8/19,415,N,VIIRS,n,1,304.1,11.1,0
-11.63445,130.36633,351.4,0.35,0.57,2/8/19,415,N,VIIRS,n,1,308.3,11.1,0
-33.31213,120.94688,356.5,0.4,0.37,2/8/19,550,N,VIIRS,n,1,296.8,11.1,0
-33.31283,120.94263,349.2,0.4,0.37,2/8/19,550,N,VIIRS,n,1,291,11.1,0
-14.9307,131.81416,351.2,0.48,0.4,1/8/19,433,N,VIIRS,n,1,315.5,11,0
-14.93009,131.81857,338.5,0.48,0.4,1/8/19,433,N,VIIRS,l,1,311,11,0
-12.50659,131.49796,367,0.47,0.39,1/8/19,433,N,VIIRS,h,1,314.5,11,0
-12.5072,131.49364,367,0.47,0.39,1/8/19,433,N,VIIRS,h,1,310.8,11,0
-12.50355,131.4931,338.3,0.47,0.39,1/8/19,433,N,VIIRS,n,1,309.7,11,0
-13.80208,143.06543,346,0.59,0.53,1/8/19,433,N,VIIRS,n,1,297.4,11,0
-11.54819,132.65349,348,0.41,0.37,1/8/19,434,N,VIIRS,n,1,310.9,11,0
-34.70092,117.75768,345.4,0.42,0.38,1/8/19,608,N,VIIRS,n,1,297.4,11,0
-14.12314,142.16905,348.7,0.42,0.38,2/8/19,414,N,VIIRS,n,1,303.5,11,0
-12.47305,134.93837,340,0.55,0.42,2/8/19,414,N,VIIRS,n,1,309.5,11,0
-12.4874,141.83746,339.3,0.42,0.38,2/8/19,414,N,VIIRS,n,1,305.5,11,3
-12.42155,131.19704,333.3,0.63,0.54,2/8/19,415,N,VIIRS,n,1,303.9,11,0
-16.14842,136.689,367,0.39,0.36,1/8/19,432,N,VIIRS,h,1,315.5,10.9,0
-16.14784,136.69267,351.7,0.39,0.36,1/8/19,432,N,VIIRS,n,1,310.5,10.9,0
-13.05135,136.4509,353.2,0.4,0.37,1/8/19,433,N,VIIRS,n,1,305.5,10.9,0
-15.01517,131.76048,342.4,0.48,0.4,1/8/19,433,N,VIIRS,n,1,311.7,10.9,0
-15.01456,131.76505,354.4,0.48,0.4,1/8/19,433,N,VIIRS,n,1,313.8,10.9,0
-14.72063,130.68504,339.7,0.54,0.42,1/8/19,433,N,VIIRS,l,1,310,10.9,0
-14.7167,130.68449,355.1,0.54,0.42,1/8/19,433,N,VIIRS,n,1,309.7,10.9,0
-13.22876,131.908,367,0.45,0.39,1/8/19,433,N,VIIRS,h,1,313.3,10.9,0
-13.03561,135.73056,344.9,0.39,0.36,1/8/19,433,N,VIIRS,n,1,306.8,10.9,0
-12.47233,141.97589,337.6,0.43,0.38,2/8/19,414,N,VIIRS,n,1,302.9,10.9,0
-12.73991,134.41129,342.2,0.39,0.44,2/8/19,414,N,VIIRS,n,1,306.6,10.9,0
-13.97503,130.58398,335.5,0.54,0.42,1/8/19,433,N,VIIRS,n,1,304.5,10.8,0
-13.97569,130.57893,356.6,0.54,0.42,1/8/19,433,N,VIIRS,n,1,309.8,10.8,0
-32.4934,116.07961,348.7,0.4,0.37,1/8/19,609,N,VIIRS,n,1,295.6,10.8,0
-15.63952,143.20358,344.6,0.45,0.39,2/8/19,413,N,VIIRS,n,1,300.7,10.8,0
-12.35123,134.75249,348.4,0.56,0.43,2/8/19,414,N,VIIRS,n,1,307.6,10.8,0
-12.43801,141.96613,346.9,0.43,0.38,2/8/19,414,N,VIIRS,n,1,304,10.8,0
-11.63362,130.373,367,0.35,0.57,2/8/19,415,N,VIIRS,h,1,309,10.8,0
-11.63321,130.37631,367,0.35,0.57,2/8/19,415,N,VIIRS,h,1,306.1,10.8,0
-11.63848,130.37703,333,0.35,0.57,2/8/19,415,N,VIIRS,n,1,305.2,10.8,0
-11.93491,135.0907,332.6,0.53,0.42,2/8/19,415,N,VIIRS,l,1,303.7,10.8,0
-31.39579,149.65799,367,0.33,0.55,1/8/19,427,N,VIIRS,h,1,297.7,10.7,0
-15.78852,137.0649,352.6,0.4,0.37,1/8/19,432,N,VIIRS,n,1,308.5,10.7,0
-15.78911,137.06116,333.4,0.4,0.37,1/8/19,432,N,VIIRS,n,1,302,10.7,0
-16.14055,136.69521,347.9,0.39,0.36,1/8/19,432,N,VIIRS,n,1,312.3,10.7,0
-16.13997,136.69888,345.7,0.39,0.36,1/8/19,432,N,VIIRS,n,1,311.3,10.7,0
-16.14333,136.69945,354.3,0.39,0.36,1/8/19,432,N,VIIRS,n,1,313.8,10.7,0
-16.14391,136.69577,367,0.39,0.36,1/8/19,432,N,VIIRS,h,1,317.8,10.7,0
-14.65973,130.63864,342.2,0.55,0.42,1/8/19,433,N,VIIRS,n,1,306.4,10.7,0
-14.65904,130.64384,334.4,0.55,0.42,1/8/19,433,N,VIIRS,l,1,305.9,10.7,0
-14.31256,130.67564,351.8,0.54,0.42,1/8/19,433,N,VIIRS,n,1,310.7,10.7,0
-14.31323,130.67059,333.5,0.54,0.42,1/8/19,433,N,VIIRS,l,1,306.2,10.7,0
-16.06369,125.91463,345.7,0.78,0.78,2/8/19,414,N,VIIRS,n,1,296.7,10.7,0
-15.16025,131.20554,367,0.34,0.56,2/8/19,414,N,VIIRS,h,1,306.8,10.7,0
-15.15501,131.20491,349.9,0.34,0.56,2/8/19,414,N,VIIRS,n,1,304.9,10.7,0
-14.70327,130.68939,346.9,0.37,0.58,2/8/19,414,N,VIIRS,n,1,306.4,10.7,0
-13.00915,134.24084,342.2,0.41,0.45,2/8/19,414,N,VIIRS,n,1,305.4,10.7,0
-13.46646,132.09451,352.5,0.57,0.52,2/8/19,414,N,VIIRS,n,1,313.7,10.7,0
-13.46713,132.08913,341.6,0.57,0.52,2/8/19,414,N,VIIRS,n,1,308.2,10.7,0
-13.46232,132.08853,341.6,0.57,0.52,2/8/19,414,N,VIIRS,n,1,307.8,10.7,0
-15.08735,131.0977,355.2,0.35,0.57,2/8/19,414,N,VIIRS,n,1,308.8,10.7,0
-15.78215,137.08305,367,0.4,0.37,1/8/19,432,N,VIIRS,h,1,307.6,10.6,0
-15.78156,137.08681,346.6,0.4,0.37,1/8/19,432,N,VIIRS,n,1,306.7,10.6,0
-15.35935,142.24681,349.9,0.49,0.48,1/8/19,432,N,VIIRS,n,1,309.1,10.6,0
-15.36382,142.24768,343.5,0.49,0.48,1/8/19,432,N,VIIRS,n,1,307,10.6,0
-15.36019,142.24225,343.4,0.49,0.48,1/8/19,432,N,VIIRS,n,1,307.5,10.6,0
-15.00354,131.7908,344.2,0.48,0.4,1/8/19,433,N,VIIRS,n,1,311.6,10.6,0
-15.00414,131.78633,367,0.48,0.4,1/8/19,433,N,VIIRS,h,1,314,10.6,0
-14.24774,130.71564,336.8,0.54,0.42,1/8/19,433,N,VIIRS,n,1,306.3,10.6,0
-14.25163,130.71622,348.7,0.54,0.42,1/8/19,433,N,VIIRS,n,1,309.4,10.6,0
-14.67408,130.65115,346.9,0.55,0.42,1/8/19,433,N,VIIRS,n,1,308.1,10.6,0
-13.1209,134.19733,334.7,0.39,0.36,1/8/19,433,N,VIIRS,n,1,309.3,10.6,0
-13.11756,134.19681,367,0.39,0.36,1/8/19,433,N,VIIRS,h,1,313.7,10.6,0
-14.16111,130.61937,349.7,0.54,0.42,1/8/19,433,N,VIIRS,n,1,305.3,10.6,0
-33.73598,142.00343,342.8,0.43,0.38,2/8/19,408,N,VIIRS,n,1,295.8,10.6,0
-31.708,151.07426,367,0.42,0.45,2/8/19,408,N,VIIRS,h,1,295.3,10.6,0
-31.71214,151.07549,349,0.42,0.45,2/8/19,408,N,VIIRS,n,1,295.3,10.6,0
-16.11731,136.6981,345.3,0.48,0.4,2/8/19,413,N,VIIRS,n,1,309.9,10.6,0
-14.27695,130.72981,367,0.36,0.57,2/8/19,414,N,VIIRS,h,1,306.3,10.6,0
-14.28229,130.73045,367,0.36,0.57,2/8/19,414,N,VIIRS,h,1,309.2,10.6,0
-14.61616,126.91959,347.9,0.65,0.73,2/8/19,414,N,VIIRS,n,1,304.9,10.6,0
-16.15465,136.6712,352.1,0.39,0.36,1/8/19,432,N,VIIRS,n,1,314.2,10.5,0
-16.15187,136.66698,356.5,0.39,0.36,1/8/19,432,N,VIIRS,n,1,313,10.5,0
-16.15129,136.67064,357.5,0.39,0.36,1/8/19,432,N,VIIRS,n,1,315.8,10.5,0
-15.35489,142.24596,350.4,0.49,0.48,1/8/19,432,N,VIIRS,n,1,308.4,10.5,0
-15.35572,142.24138,348.1,0.49,0.48,1/8/19,432,N,VIIRS,n,1,303.1,10.5,0
-14.65857,130.61722,337.4,0.55,0.43,1/8/19,433,N,VIIRS,n,1,304.9,10.5,0
-14.65788,130.62239,340.6,0.55,0.43,1/8/19,433,N,VIIRS,n,1,307.7,10.5,0
-14.66182,130.62289,338.1,0.55,0.43,1/8/19,433,N,VIIRS,n,1,308.1,10.5,0
-14.66251,130.61777,367,0.55,0.43,1/8/19,433,N,VIIRS,h,1,312.2,10.5,0
-13.16702,141.96945,343.4,0.51,0.49,1/8/19,433,N,VIIRS,n,1,298.3,10.5,0
-13.16615,141.97414,336.3,0.51,0.49,1/8/19,433,N,VIIRS,n,1,296.3,10.5,0
-13.79936,143.06717,342.3,0.59,0.53,1/8/19,433,N,VIIRS,n,1,299.4,10.5,0
-13.80037,143.06172,345.6,0.59,0.53,1/8/19,433,N,VIIRS,n,1,299.5,10.5,0
-13.16245,141.96866,367,0.51,0.49,1/8/19,433,N,VIIRS,h,1,299.1,10.5,0
-11.72605,130.41885,354.2,0.52,0.41,1/8/19,434,N,VIIRS,n,1,306.9,10.5,0
-11.7267,130.41406,343.4,0.52,0.41,1/8/19,434,N,VIIRS,n,1,304.8,10.5,0
-16.11248,136.66644,346.9,0.49,0.4,2/8/19,413,N,VIIRS,n,1,308.1,10.5,0
-14.73523,130.69626,346.2,0.37,0.58,2/8/19,414,N,VIIRS,n,1,302.7,10.5,0
