STE,1930,1940,1950,1960,1970,1980,1990,2000,2010,2019
1,0.54,1.29,-2.05,0.28,-0.36,1.72,-1.23,0.075,-0.231,2.316
2,0.6222307,0.0271736,-0.570243,-0.5439947,0.3327017,1.2525111,-0.337029,0.1830288,-0.1901807,0.9572897
3,-0.01,0.64,-1.74,1.05,0.661,0.539,-0.54,0.55,0.21,0.46
4,1.5601,0.1899,0.1,-1.07,0.23,1.34,-0.39,0.29,0.1,1
5,0.61,0.28,0.1,-0.64,1.15,0.24,-0.34,0.1,1,1
6,0.1,-0.1,-0.75,0.25,-0.31,0.8,0.1,0.39,-0.08,0.13
7,0.27,0.34,-0.29,0.84,0.81,1.25,0.52,-1.481,1.631,1.01
