maximum temperature (degC),sum,Year,Avgtemp,STE
53815.2,2740,1910,19.64058394,1
56347.3,2896,1911,19.45694061,2
56942.4,2878,1912,19.78540653,3
61862.3,3144,1913,19.67630407,4
64886.6,3108,1914,20.87728443,5
60236.5,3096,1915,19.45623385,6
58468.3,3024,1916,19.33475529,7
